entity_id,source_id,jurisdiction,service_category,metric_type,service_key,service_name,applicant_country,applicant_country_name,value_raw,value_days,unit_original,status,effective_date,retrieved_at,source_url,confidence,source_collection_status,source_collection_status_since,source_collection_status_note,source_last_verified_at
ca-visitor-visa--to,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TO,Tonga,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--tr,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TR,Türkiye,78 days,78,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--tt,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TT,Trinidad & Tobago,15 days,15,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--tv,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TV,Tuvalu,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--tw,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TW,Taiwan,57 days,57,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--tz,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),TZ,Tanzania,47 days,47,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--ua,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),UA,Ukraine,10 days,10,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--ug,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),UG,Uganda,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--us,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),US,United States,17 days,17,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--uy,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),UY,Uruguay,21 days,21,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--uz,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),UZ,Uzbekistan,14 days,14,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--va,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VA,Vatican City,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--vc,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VC,St. Vincent & Grenadines,25 days,25,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--ve,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VE,Venezuela,35 days,35,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--vi,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VI,U.S. Virgin Islands,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--vn,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VN,Vietnam,34 days,34,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--vu,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),VU,Vanuatu,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--wb,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),WB,WB,1 days,1,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--ws,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),WS,Samoa,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--xk,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),XK,Kosovo,38 days,38,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--ye,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),YE,Yemen,52 days,52,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--za,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),ZA,South Africa,180 days,180,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--zm,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),ZM,Zambia,253 days,253,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa--zw,ircc-ptime,CA,visa,backward,ca-visitor-visa,Visitor visa (applying from outside Canada),ZW,Zimbabwe,147 days,147,days,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-visitor-visa-inside,ircc-noncountry,CA,visa,published,ca-visitor-visa-inside,Visitor visa (applying from inside Canada),,,11 days,11,days,ok,2026-09-22,2026-09-25T00:45:33.675Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-non-country-en.json,official,active,,,2026-09-25T01:18:50.817Z
ca-work-permit--ad,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AD,Andorra,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ae,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AE,United Arab Emirates,7 weeks,49,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--af,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AF,Afghanistan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ag,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AG,Antigua & Barbuda,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ai,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AI,Anguilla,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--al,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AL,Albania,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--am,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AM,Armenia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ao,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AO,Angola,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ar,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AR,Argentina,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--at,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AT,Austria,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--au,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AU,Australia,7 weeks,49,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--aw,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AW,Aruba,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--az,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),AZ,Azerbaijan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ba,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BA,Bosnia & Herzegovina,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bb,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BB,Barbados,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bd,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BD,Bangladesh,10 weeks,70,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--be,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BE,Belgium,2 weeks,14,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bf,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BF,Burkina Faso,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bg,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BG,Bulgaria,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bh,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BH,Bahrain,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bi,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BI,Burundi,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bj,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BJ,Benin,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bm,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BM,Bermuda,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bn,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BN,Brunei,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bo,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BO,Bolivia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bq,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BQ,Caribbean Netherlands,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--br,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BR,Brazil,4 weeks,28,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bs,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BS,Bahamas,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bt,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BT,Bhutan,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bw,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BW,Botswana,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--by,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BY,Belarus,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--bz,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),BZ,Belize,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ca,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CA,Canada,16 weeks,112,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cd,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CD,Congo - Kinshasa,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cf,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CF,Central African Republic,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cg,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CG,Congo - Brazzaville,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ch,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CH,Switzerland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ci,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CI,Côte d’Ivoire,11 weeks,77,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cl,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CL,Chile,4 weeks,28,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cm,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CM,Cameroon,8 weeks,56,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cn,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CN,China,4 weeks,28,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--co,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CO,Colombia,5 weeks,35,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cr,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CR,Costa Rica,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cu,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CU,Cuba,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cv,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CV,Cape Verde,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cy,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CY,Cyprus,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--cz,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),CZ,Czechia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--de,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DE,Germany,6 weeks,42,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--dj,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DJ,Djibouti,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--dk,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DK,Denmark,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--dm,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DM,Dominica,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--do,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DO,Dominican Republic,6 weeks,42,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--dz,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),DZ,Algeria,10 weeks,70,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ec,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),EC,Ecuador,5 weeks,35,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ee,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),EE,Estonia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--eg,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),EG,Egypt,9 weeks,63,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--er,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),ER,Eritrea,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--es,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),ES,Spain,2 weeks,14,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--et,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),ET,Ethiopia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--fi,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),FI,Finland,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--fj,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),FJ,Fiji,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--fm,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),FM,Micronesia,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--fr,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),FR,France,3 weeks,21,weeks,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-work-permit--ga,ircc-ptime,CA,permit,backward,ca-work-permit,Work permit (applying from outside Canada),GA,Gabon,No processing time available,,,unavailable,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
